,수집일,내부CO2(ppm),내부습도(%),일사량(W/m-2·s),외부온도(도),내부온도(도),열매수,내부질소(t ha-1),내부인(t ha-1)
0,2018-07-21,421.63,78.46,297.5,29.08,30.46,0,0,0
1,2018-07-22,410.08,70.58,284.0,30.13,31.58,0,0,0
2,2018-07-23,381.33,71.17,314.92,29.67,31.29,0,0,0
3,2018-07-24,380.54,76.58,320.33,29.75,31.17,0,0,0
4,2018-07-25,372.25,78.83,249.04,28.96,30.5,0,0,0
5,2018-07-26,396.96,79.83,291.83,28.67,30.29,0,0,0
6,2018-07-27,401.71,77.83,307.04,29.13,30.92,0,0,0
7,2018-07-28,394.04,80.83,283.38,28.83,30.38,0,0,0
8,2018-07-29,380.33,70.67,305.08,29.83,31.42,0,0,0
9,2018-07-30,360.17,66.5,282.54,30.25,31.42,0,0,0
10,2018-07-31,380.29,73.5,315.33,29.21,31.04,0,0,0
11,2018-08-01,396.67,73.21,321.88,30.13,31.88,0,0,0
12,2018-08-02,399.13,73.75,307.58,30.58,32.13,0,0,0
13,2018-08-03,387.67,67.17,312.58,30.96,32.58,0,0,0
14,2018-08-04,393.17,76.79,299.96,29.13,30.96,0,0,0
15,2018-08-05,388.0,79.88,271.29,28.88,30.46,0,0,0
16,2018-08-06,399.88,77.88,309.13,29.21,31.04,0,0,0
17,2018-08-07,391.21,79.08,269.63,29.5,31.17,0,0,0
18,2018-08-08,381.67,76.75,296.54,29.63,31.25,0,0,0
19,2018-08-09,398.63,76.71,307.17,29.17,30.88,0,0,0
20,2018-08-10,393.04,80.08,263.38,29.33,31.13,0,0,0
21,2018-08-11,380.54,77.71,229.79,29.21,30.63,0,0,0
22,2018-08-12,385.13,79.88,205.5,28.75,29.79,0,0,0
23,2018-08-13,405.79,78.33,280.96,29.96,31.29,0,0,0
24,2018-08-14,407.75,74.96,308.25,30.04,31.25,0,0,0
25,2018-08-15,399.96,74.46,307.46,29.54,31.29,0,0,0
26,2018-08-16,375.54,77.5,228.0,28.63,29.88,0,0,0
27,2018-08-17,339.83,65.38,320.75,26.79,27.96,0,0,0
28,2018-08-18,349.33,71.67,319.92,24.63,26.21,0,0,0
29,2018-08-19,362.33,73.67,299.3,25.87,27.29,0,0,0
30,2018-08-20,381.71,81.38,34.22,23.78,26.33,0,0,0
31,2018-08-21,364.21,80.46,167.58,27.33,26.58,0,0,0
32,2018-08-22,354.0,72.17,278.96,29.29,30.25,0,0,0
33,2018-08-23,363.33,85.25,58.96,26.96,27.42,0,0,0
34,2018-08-24,360.29,90.79,118.25,24.88,26.25,0,0,0
35,2018-08-25,354.58,83.33,164.33,24.92,25.96,0,0,0
36,2018-08-26,345.67,93.21,47.21,21.33,22.83,0,0,0
37,2018-08-27,385.54,97.79,43.79,24.13,25.42,0,0,0
38,2018-08-28,364.46,91.5,163.13,26.33,27.25,0,0,0
39,2018-08-29,373.08,85.17,272.0,26.75,27.67,0,0,0
40,2018-08-30,359.42,93.75,94.38,25.75,26.67,0,0,0
41,2018-08-31,369.67,92.58,106.08,23.0,24.33,0,0,0
42,2018-09-01,364.5,83.71,234.88,25.0,25.83,0,0,0
43,2018-09-02,351.33,82.96,210.38,23.75,24.75,0,0,0
44,2018-09-03,363.08,88.58,158.92,25.58,26.63,0,0,0
45,2018-09-04,360.54,85.79,299.13,23.83,25.25,0,0,0
46,2018-09-05,357.92,81.83,306.13,23.29,24.42,0,0,0
47,2018-09-06,345.46,84.88,148.04,23.54,24.21,0,0,0
48,2018-09-07,340.0,85.67,160.54,21.67,22.46,0,0,0
49,2018-09-08,372.08,78.88,290.5,20.13,21.38,0,0,0
50,2018-09-09,380.13,81.71,299.58,19.88,21.38,0,0,0
51,2018-09-10,378.46,80.46,286.38,20.96,21.92,0,0,0
52,2018-09-11,346.67,81.21,216.13,19.46,20.5,0,0,0
53,2018-09-12,346.38,82.58,302.87,20.83,21.88,0,0,0
54,2018-09-13,357.33,90.79,125.53,21.94,21.88,0,0,0
55,2018-09-14,338.25,92.0,102.04,21.75,22.33,0,0,0
56,2018-09-15,355.63,91.38,119.46,23.33,23.83,0,0,0
57,2018-09-16,389.21,92.13,107.0,23.08,23.67,0,0,0
58,2018-09-17,368.79,87.21,227.54,21.75,22.75,0,0,0
59,2018-09-18,389.88,84.46,273.63,20.46,21.88,0,0,0
60,2018-09-19,391.83,84.92,118.46,21.04,21.46,0,0,0
61,2018-09-20,359.33,91.96,104.38,21.17,21.96,0,0,0
62,2018-09-21,362.58,96.38,67.13,19.92,21.17,0,0,0
63,2018-09-22,381.25,86.79,235.33,20.5,21.38,0,0,0
64,2018-09-23,373.46,88.46,194.75,18.75,19.67,0,0,0
65,2018-09-24,364.38,85.38,222.63,16.92,18.38,0,0,0
66,2018-09-25,357.67,83.75,278.17,16.04,18.33,0,0,0
67,2018-09-26,324.75,84.96,213.17,18.25,19.25,0,0,0
68,2018-09-27,328.04,84.42,271.83,17.83,19.0,0,0,0
69,2018-09-28,327.13,89.5,110.92,17.38,17.96,0,0,0
70,2018-09-29,332.13,85.83,258.25,19.17,20.13,0,0,0
71,2018-09-30,331.29,86.21,250.42,17.88,19.17,0,0,0
72,2018-10-01,326.04,89.58,171.92,16.38,18.38,0,0,0
73,2018-10-02,372.92,87.63,237.17,15.38,17.67,0,0,0
74,2018-10-03,373.92,87.71,257.79,15.21,18.5,0,0,0
75,2018-10-04,362.71,86.46,241.04,17.58,19.67,0,0,0
76,2018-10-05,346.46,98.42,32.04,17.29,19.21,0,0,0
77,2018-10-06,303.0,96.13,81.08,18.38,19.46,0,0,0
78,2018-10-07,336.17,89.83,249.0,16.42,18.33,0,0,0
79,2018-10-08,354.38,91.0,197.88,14.25,17.75,0,0,0
80,2018-10-09,352.79,91.92,128.08,14.96,17.5,0,0,0
81,2018-10-10,318.17,90.13,216.0,14.38,18.04,0,0,0
82,2018-10-11,347.42,91.5,219.63,11.17,17.46,0,0,0
83,2018-10-12,349.63,91.29,241.79,10.71,18.04,0,0,0
84,2018-10-13,382.96,90.46,236.96,11.21,18.0,0,0,0
85,2018-10-14,389.0,90.92,215.63,12.33,17.92,101,0,0
86,2018-10-15,374.63,92.96,190.17,13.71,17.88,0,0,0
87,2018-10-16,403.33,94.0,109.38,13.17,17.33,101,0,0
88,2018-10-17,385.5,91.46,221.79,12.17,17.75,0,0,0
89,2018-10-18,374.29,91.79,201.21,11.25,17.71,0,0,0
90,2018-10-19,366.08,90.54,230.0,12.13,17.71,0,0,0
91,2018-10-20,381.58,90.96,216.13,11.38,17.75,0,0,0
92,2018-10-21,384.96,90.58,211.79,11.67,17.71,0,0,0
93,2018-10-22,388.67,93.42,140.5,12.38,17.29,0,0,0
94,2018-10-23,426.17,94.46,132.79,12.58,17.13,112,0,0
95,2018-10-24,392.46,91.75,212.08,11.92,18.04,0,0,0
96,2018-10-25,381.13,90.46,205.21,12.38,17.92,0,0,0
97,2018-10-26,392.79,99.08,25.67,12.92,15.83,0,0,0
98,2018-10-27,293.5,96.04,86.46,11.21,16.17,0,0,0
99,2018-10-28,334.79,93.63,180.54,12.13,18.0,0,0,0
100,2018-10-29,328.58,95.25,129.46,10.54,17.5,0,0,0
101,2018-10-30,339.33,92.42,203.58,8.17,18.17,105,0,0
102,2018-10-31,334.04,92.88,160.5,7.71,17.88,0,0,0
103,2018-11-01,353.29,91.58,200.13,7.75,17.96,0,0,0
104,2018-11-02,358.46,91.67,197.46,9.08,18.21,0,0,0
105,2018-11-03,362.92,92.42,174.17,9.67,17.88,0,0,0
106,2018-11-04,364.88,92.71,183.71,9.92,17.83,0,0,0
107,2018-11-05,374.17,92.29,185.71,9.75,17.67,0,0,0
108,2018-11-06,390.79,95.08,118.75,10.75,17.17,97,0,0
109,2018-11-07,420.75,98.92,21.71,12.04,15.58,0,0,0
110,2018-11-08,357.63,99.5,20.88,14.5,16.46,0,0,0
111,2018-11-09,313.46,94.38,110.33,13.04,16.79,0,0,0
112,2018-11-10,340.92,93.46,170.63,12.33,17.96,0,0,0
113,2018-11-11,313.29,98.63,40.88,10.13,16.33,0,0,0
114,2018-11-12,327.67,93.33,172.75,9.21,17.08,0,0,0
115,2018-11-13,345.04,92.08,170.13,7.71,17.13,83,0,0
116,2018-11-14,361.5,93.88,166.04,7.88,16.96,0,0,0
117,2018-11-15,359.83,97.04,150.71,8.96,16.5,0,0,0
118,2018-11-16,352.08,95.67,56.54,9.21,16.21,0,0,0
119,2018-11-17,339.33,88.04,181.25,6.96,17.25,0,0,0
120,2018-11-18,335.79,94.33,60.88,5.83,15.83,0,0,0
121,2018-11-19,330.0,90.63,145.25,7.79,17.38,0,0,0
122,2018-11-20,334.88,87.96,169.21,6.79,16.71,62,0,0
123,2018-11-21,334.63,90.46,93.54,6.0,16.17,0,0,0
124,2018-11-22,330.38,87.33,168.92,4.04,16.92,0,0,0
125,2018-11-23,343.29,88.42,156.13,2.96,17.13,0,0,0
126,2018-11-24,379.96,93.79,53.33,6.46,15.79,0,0,0
127,2018-11-25,381.08,92.83,102.13,6.21,16.42,0,0,0
128,2018-11-26,390.54,90.5,158.13,6.58,17.79,0,0,0
129,2018-11-27,413.71,91.71,120.54,7.92,18.21,0,0,0
130,2018-11-28,404.67,90.71,85.54,6.13,17.21,0,0,0
131,2018-11-29,440.67,92.79,72.54,4.88,16.67,0,0,0
132,2018-11-30,417.92,91.38,153.46,5.21,18.21,0,0,0
133,2018-12-01,389.0,95.33,89.08,5.13,17.38,0,0,0
134,2018-12-02,384.13,98.08,119.13,8.71,18.04,0,0,0
135,2018-12-03,439.17,99.46,33.17,13.54,17.33,0,0,0
136,2018-12-04,388.21,98.67,67.79,10.04,17.13,0,0,0
137,2018-12-05,379.58,99.25,119.79,2.83,17.13,0,0,0
138,2018-12-06,389.08,99.75,63.38,3.13,16.58,0,0,0
139,2018-12-07,355.42,99.79,118.46,-1.33,16.29,0,0,0
140,2018-12-08,370.5,99.79,125.33,-4.33,16.04,0,0,0
141,2018-12-09,371.0,99.83,156.33,-4.04,16.25,0,0,0
142,2018-12-10,378.67,99.79,155.08,-1.5,16.88,0,0,0
143,2018-12-11,426.71,99.96,34.0,-0.08,15.58,0,0,0
144,2018-12-12,396.96,99.83,138.13,-0.5,16.96,0,0,0
145,2018-12-13,352.88,99.79,82.88,1.63,16.5,0,0,0
146,2018-12-14,336.0,99.75,138.04,-0.83,17.21,0,0,0
147,2018-12-15,370.08,99.83,138.5,-1.79,16.88,0,0,0
148,2018-12-16,395.13,99.63,80.17,0.79,16.42,0,0,0
149,2018-12-17,362.88,99.71,117.46,3.42,17.21,0,0,0
150,2018-12-18,364.17,99.67,125.42,3.96,17.54,0,0,0
151,2018-12-19,357.63,89.04,110.88,7.58,17.67,0,0,0
152,2018-12-20,371.04,84.29,87.58,6.08,17.46,0,0,0
153,2018-12-21,370.63,85.04,46.96,4.63,16.21,0,0,0
154,2018-12-22,380.04,82.33,124.83,6.46,17.83,0,0,0
155,2018-12-23,355.33,82.13,144.42,6.08,17.63,0,0,0
156,2018-12-24,387.25,78.58,138.79,-0.04,16.92,0,0,0
157,2018-12-25,437.13,83.54,64.42,0.13,15.79,0,0,0
158,2018-12-26,419.04,83.96,124.04,2.54,17.13,7,0,0
159,2018-12-27,391.08,77.13,146.67,-4.04,15.83,0,0,0
160,2018-12-28,390.58,73.75,130.88,-5.83,15.58,0,0,0
161,2018-12-29,415.46,79.79,138.33,-5.25,16.17,0,0,0
162,2018-12-30,432.42,81.17,141.0,-4.67,16.08,0,0,0
163,2018-12-31,449.71,80.83,149.67,-3.63,16.67,0,0,0
164,2019-01-01,471.13,85.54,72.75,-1.08,15.88,0,0,0
165,2019-01-02,416.79,81.63,135.04,-2.04,16.29,0,0,0
166,2019-01-03,435.0,82.46,148.83,-2.67,16.67,0,0,0
167,2019-01-04,476.67,87.42,58.92,-2.04,15.38,0,0,0
168,2019-01-05,462.21,86.13,136.54,0.21,17.0,0,0,0
169,2019-01-06,444.42,84.54,148.71,-1.96,16.75,0,0,0
170,2019-01-07,456.0,87.21,116.25,-1.54,15.71,0,0,0
171,2019-01-08,452.67,87.42,109.92,-0.92,15.54,20,0,0
172,2019-01-09,439.38,86.54,117.17,-3.25,15.71,0,0,0
173,2019-01-10,472.25,92.38,62.92,-0.38,15.25,0,0,0
174,2019-01-11,484.33,90.92,114.42,1.83,16.46,0,0,0
175,2019-01-12,474.17,91.08,117.04,3.92,16.92,0,0,0
176,2019-01-13,507.17,88.58,147.46,1.13,17.04,0,0,0
177,2019-01-14,508.46,90.92,108.38,0.0,16.33,0,0,0
178,2019-01-15,430.88,91.5,87.83,0.79,15.71,31,0,0
